filename,URL,md5,size
mainnet-geth-pbss-base-77389059.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-base-77389059.tar.lz4,927c9a90055c8fa8929bc36b533d4c1b,1468.88GB
mainnet-geth-pbss-blocks-pruneancient-77299059.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-blocks-pruneancient-77299059.tar.lz4,3bbcb24f14dfa9e7874140220e46f87a,0.00GB
