filename,URL,md5,size
mainnet-geth-pbss-base-50897349.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-base-50897349.tar.lz4,ed6a324e275c03d9ba71a92efb09d7fb,973.96GB
mainnet-geth-pbss-blocks-pruneancient-50807349.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-blocks-pruneancient-50807349.tar.lz4,421a12967cc8687ad252dc9eb775420d,0.00GB
