filename,URL,md5,size
mainnet-geth-pbss-base-85642880.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-base-85642880.tar.lz4,a85fc762e9ac6aaea4399418ad984dca,2172.35GB
mainnet-geth-pbss-blocks-pruneancient-85552880.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-blocks-pruneancient-85552880.tar.lz4,90322d5eeae960f84162733803bb770c,0.00GB
