filename,URL,md5,size
testnet-geth-pbss-base-53990328.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/testnet-geth-pbss-base-53990328.tar.lz4,5dd29e180d05a3f5e8225431b3382128,124.36GB
testnet-geth-pbss-blocks-pruneancient-53900328.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/testnet-geth-pbss-blocks-pruneancient-53900328.tar.lz4,6e78e1cb9fdccaf204965e30b9ed57cf,0.00GB
