filename,URL,md5,size
testnet-geth-pbss-base-96244779.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/testnet-geth-pbss-base-96244779.tar.lz4,b841b6d5e1ac85f2ba234a63cc3e03d4,182.22GB
testnet-geth-pbss-blocks-pruneancient-96154779.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/testnet-geth-pbss-blocks-pruneancient-96154779.tar.lz4,badd29131833ecda3f43ecefd319b802,0.00GB
