filename,URL,md5,size
mainnet-geth-pbss-base-48910772.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-base-48910772.tar.lz4,4484fe973bd62efd111d8b32aaa4e3c6,932.91GB
mainnet-geth-pbss-blocks-pruneancient-48820772.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/mainnet-geth-pbss-blocks-pruneancient-48820772.tar.lz4,4ce491c9c1590fe84c046e53e4082e94,0.00GB
