filename,URL,md5,size
testnet-geth-pbss-base-49772226.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/testnet-geth-pbss-base-49772226.tar.lz4,eb3fb6eea86f8f09b9a4f0728f944b56,118.62GB
testnet-geth-pbss-blocks-pruneancient-49682226.tar.lz4,https://pub-c0627345c16f47ab858c9469133073a8.r2.dev/testnet-geth-pbss-blocks-pruneancient-49682226.tar.lz4,61012f8af4ccb5e8ad68aed3ca92c9c5,0.00GB
